timestamp,container,cpu_perc,mem_usage,mem_limit,mem_perc,net_io,block_io,pids
1773948527,deployment-image-1,0.47%,206.8MiB / 1.946GiB,10.38%,59.8MB / 1.86GB,389MB / 397kB,78
1773948527,deployment-auth-1,1.81%,274.9MiB / 1.946GiB,13.79%,96.3MB / 64.8MB,630MB / 786kB,69
1773948527,deployment-webui-1,1.42%,439.8MiB / 1.946GiB,22.07%,2.14GB / 2.59GB,831MB / 1.03MB,109
1773948527,deployment-registry-1,0.52%,95.97MiB / 1.946GiB,4.82%,5.1MB / 3.35MB,361MB / 524kB,50
1773948527,deployment-recommender-1,1.42%,231.9MiB / 1.946GiB,11.64%,10.1MB / 6.29MB,438MB / 115kB,74
1773948527,deployment-persistence-1,1.32%,278.3MiB / 1.946GiB,13.97%,176MB / 159MB,509MB / 1.34MB,56
1773948527,deployment-db-1,0.07%,11.16MiB / 1.946GiB,0.56%,17.5MB / 65.4MB,142MB / 133MB,35
1773948537,deployment-image-1,0.24%,207.4MiB / 1.946GiB,10.41%,59.8MB / 1.86GB,389MB / 397kB,78
1773948537,deployment-auth-1,1.19%,276.6MiB / 1.946GiB,13.88%,96.3MB / 64.8MB,631MB / 786kB,68
1773948537,deployment-webui-1,3.54%,441MiB / 1.946GiB,22.13%,2.14GB / 2.59GB,833MB / 1.03MB,104
1773948537,deployment-registry-1,0.64%,95.97MiB / 1.946GiB,4.82%,5.12MB / 3.36MB,361MB / 524kB,50
1773948537,deployment-recommender-1,1.15%,232.4MiB / 1.946GiB,11.66%,10.1MB / 6.3MB,438MB / 115kB,74
1773948537,deployment-persistence-1,0.19%,278.5MiB / 1.946GiB,13.97%,176MB / 159MB,509MB / 1.34MB,56
1773948537,deployment-db-1,0.05%,11.16MiB / 1.946GiB,0.56%,17.5MB / 65.4MB,142MB / 133MB,35
1773948545,deployment-image-1,0.20%,205MiB / 1.946GiB,10.29%,59.8MB / 1.86GB,390MB / 397kB,78
